Mod:Item:MetaData, Localized Name
railcraft:track_kit:8, Embarking Track Kit
railcraft:track_kit:9, Gated Track Kit
railcraft:track_kit:10, Locking Track Kit
railcraft:track_kit:11, One-Way Track Kit
railcraft:track_kit:15, Messenger Track Kit
railcraft:track_kit:16, Delayed Locking Track Kit
railcraft:track_kit:17, Priming Track Kit
railcraft:track_kit:18, Launcher Track Kit
railcraft:track_kit:19, Whistle Track Kit
railcraft:track_kit:20, Locomotive Track Kit
railcraft:track_kit:21, Throttle Track Kit
railcraft:track_kit:22, Routing Track Kit
railcraft:track_kit:23, Transition Track Kit
railcraft:track_kit:24, Coupler Track Kit
railcraft:tool_spike_maul_iron, Iron Spike Maul
railcraft:tool_spike_maul_steel, Steel Spike Maul
railcraft:railbed:0, Wooden Railbed
railcraft:railbed:1, Stone Railbed
railcraft:track_parts, Track Parts
railcraft:actuator:0, Switch Actuator Lever
railcraft:actuator:1, Switch Actuator Motor
railcraft:actuator:2, Routing Switch Actuator Motor
railcraft:cart_tnt_wood:0, Wooden TNT Cart
railcraft:track_elevator, Elevator Track
railcraft:logbook, Logbook
railcraft:tool_whistle_tuner, Whistle Tuner
railcraft:routing_table, Routing Table
railcraft:routing_ticket, Railway Ticket
railcraft:routing_ticket_gold, Golden Railway Ticket
railcraft:track_flex_abandoned, Abandoned Track
railcraft:track_flex_electric, Electric Track
railcraft:track_flex_high_speed, High Speed Track
railcraft:track_flex_hs_electric, High Speed Electric Track
railcraft:track_flex_reinforced, Reinforced Track
railcraft:track_flex_strap_iron, Strap Iron Track
railcraft:cart_cargo:0, Cargo Cart
railcraft:cart_tank:0, Tank Cart
railcraft:chest_void:0, Void Chest
railcraft:cart_chest_void:0, Void Chest Cart
railcraft:ore:0, Sulfur Ore
railcraft:ore:1, Saltpeter Ore
railcraft:ore:2, Dark Diamond Ore
railcraft:ore:3, Dark Emerald Ore
railcraft:ore:4, Dark Lapis Lazuli Ore
railcraft:ore_metal:0, Copper Ore
railcraft:ore_metal:1, Tin Ore
railcraft:ore_metal:2, Lead Ore
railcraft:ore_metal:3, Silver Ore
railcraft:ore_metal:4, Nickel Ore
railcraft:ore_metal:5, Zinc Ore
railcraft:ore_metal_poor:0, Poor Iron Ore
railcraft:ore_metal_poor:1, Poor Gold Ore
railcraft:ore_metal_poor:2, Poor Copper Ore
railcraft:ore_metal_poor:3, Poor Tin Ore
railcraft:ore_metal_poor:4, Poor Lead Ore
railcraft:ore_metal_poor:5, Poor Silver Ore
railcraft:ore_metal_poor:6, Poor Nickel Ore
railcraft:ore_metal_poor:7, Poor Zinc Ore
railcraft:ore_magic:0, Firestone Ore
railcraft:worldlogic, Saltpeter Ore Spawner
openblocks:ladder, Jaded Ladder
openblocks:guide, Building Guide
openblocks:builder_guide, Enhanced Building Guide
openblocks:elevator:0, Elevator
openblocks:elevator:1, Elevator
openblocks:elevator:2, Elevator
openblocks:elevator:3, Elevator
openblocks:elevator:4, Elevator
openblocks:elevator:5, Elevator
openblocks:elevator:6, Elevator
openblocks:elevator:7, Elevator
openblocks:elevator:8, Elevator
openblocks:elevator:9, Elevator
openblocks:elevator:10, Elevator
openblocks:elevator:11, Elevator
openblocks:elevator:12, Elevator
openblocks:elevator:13, Elevator
openblocks:elevator:14, Elevator
openblocks:elevator:15, Elevator
openblocks:elevator_rotating:0, Rotating Elevator
openblocks:elevator_rotating:1, Rotating Elevator
openblocks:elevator_rotating:2, Rotating Elevator
openblocks:elevator_rotating:3, Rotating Elevator
openblocks:elevator_rotating:4, Rotating Elevator
openblocks:elevator_rotating:5, Rotating Elevator
openblocks:elevator_rotating:6, Rotating Elevator
openblocks:elevator_rotating:7, Rotating Elevator
openblocks:elevator_rotating:8, Rotating Elevator
openblocks:elevator_rotating:9, Rotating Elevator
openblocks:elevator_rotating:10, Rotating Elevator
openblocks:elevator_rotating:11, Rotating Elevator
openblocks:elevator_rotating:12, Rotating Elevator
openblocks:elevator_rotating:13, Rotating Elevator
openblocks:elevator_rotating:14, Rotating Elevator
openblocks:elevator_rotating:15, Rotating Elevator
openblocks:heal, Healer
openblocks:target, Target
openblocks:grave, Grave
openblocks:flag:5, Flag
openblocks:tank, Tank
openblocks:trophy, Trophy
openblocks:beartrap, Bear Trap
openblocks:sprinkler, Sprinkler
openblocks:cannon, Item Cannon
openblocks:vacuum_hopper, Vacuum Hopper
openblocks:sponge, Sponge
openblocks:big_button, Stone Big Button
openblocks:big_button_wood, Wooden Big Button
openblocks:imaginary:0, Magic Pencil
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:imaginary:1, Magic Crayon
openblocks:fan, Fan
openblocks:xp_bottler, XP Bottler
openblocks:village_highlighter, Village Highlighter
openblocks:path, Path
openblocks:auto_anvil, Auto Anvil
openblocks:auto_enchantment_table, Auto Enchantment Table
openblocks:xp_drain, XP Drain
openblocks:block_breaker, Block Breaker
openblocks:block_placer, Block Placer
openblocks:item_dropper, Item Dropper
openblocks:rope_ladder, Rope Ladder
openblocks:donation_station, Donation Station
openblocks:paint_mixer, Paint Mixer
openblocks:canvas, Canvas
openblocks:paint_can, Paint Can
openblocks:canvas_glass, Canvas
openblocks:projector, Height Map Projector
openblocks:drawing_table, Drawing Table
openblocks:sky:0, Sky Block
openblocks:sky:1, Sky Block
openblocks:xp_shower, XP Shower
openblocks:golden_egg, Golden Egg
openblocks:scaffolding, Scaffolding
openblocks:hang_glider, Hang Glider
openblocks:generic:0, Glider Wing
openblocks:generic:1, Beam
openblocks:generic:2, Crane Engine
openblocks:generic:3, Crane Magnet
openblocks:generic:5, Line
openblocks:generic:6, Map Controller Module
openblocks:generic:7, Map Memory Module
openblocks:generic:9, Assistant's base
openblocks:generic:10, Unprepared Stencil
openblocks:generic:11, Sketching Pencil
openblocks:luggage, Luggage
openblocks:sonic_glasses, Sonic Glasses
openblocks:pencil_glasses:0, Pencil Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:crayon_glasses:0, Crayon Glasses
openblocks:technicolor_glasses:0, Amazing Technicolor Glasses
openblocks:serious_glasses:0, Badass Glasses
openblocks:crane_control, Crane Control
openblocks:crane_backpack, Crane Backpack
openblocks:slimalyzer, Slimalyzer
openblocks:xp_bucket, XP Bucket
openblocks:sleeping_bag, Sleeping Bag
openblocks:paintbrush, Paint Brush
openblocks:stencil:0, Stencil
openblocks:stencil:1, Stencil
openblocks:stencil:2, Stencil
openblocks:stencil:3, Stencil
openblocks:stencil:4, Stencil
openblocks:stencil:5, Stencil
openblocks:stencil:6, Stencil
openblocks:stencil:7, Stencil
openblocks:stencil:8, Stencil
openblocks:stencil:9, Stencil
openblocks:stencil:10, Stencil
openblocks:stencil:11, Stencil
openblocks:stencil:12, Stencil
openblocks:stencil:13, Stencil
openblocks:stencil:14, Stencil
openblocks:squeegee, Squeegee
openblocks:empty_map, Empty Map
openblocks:cartographer:0, Cartographer
openblocks:tasty_clay, Tasty Clay
openblocks:golden_eye, Golden eye
openblocks:generic_unstackable:0, Pointer
openblocks:cursor, Cursor
openblocks:info_book, World Domination with OpenBlocks
openblocks:dev_null, /dev/null
openblocks:sponge_on_a_stick, Sponge
openblocks:pedometer, Pedometer
openblocks:epic_eraser, Epic Eraser
openblocks:wrench, Big Metal Bar
openblocks:glyph:32, ' ' Glyph
openblocks:glyph:48, '0' Glyph
openblocks:glyph:49, '1' Glyph
openblocks:glyph:50, '2' Glyph
openblocks:glyph:51, '3' Glyph
openblocks:glyph:52, '4' Glyph
openblocks:glyph:53, '5' Glyph
openblocks:glyph:54, '6' Glyph
openblocks:glyph:55, '7' Glyph
openblocks:glyph:56, '8' Glyph
openblocks:glyph:57, '9' Glyph
openblocks:glyph:65, 'A' Glyph
openblocks:glyph:66, 'B' Glyph
openblocks:glyph:67, 'C' Glyph
openblocks:glyph:68, 'D' Glyph
openblocks:glyph:69, 'E' Glyph
openblocks:glyph:70, 'F' Glyph
openblocks:glyph:71, 'G' Glyph
openblocks:glyph:72, 'H' Glyph
openblocks:glyph:73, 'I' Glyph
openblocks:glyph:74, 'J' Glyph
openblocks:glyph:75, 'K' Glyph
openblocks:glyph:76, 'L' Glyph
openblocks:glyph:77, 'M' Glyph
openblocks:glyph:78, 'N' Glyph
openblocks:glyph:79, 'O' Glyph
openblocks:glyph:80, 'P' Glyph
openblocks:glyph:81, 'Q' Glyph
openblocks:glyph:82, 'R' Glyph
openblocks:glyph:83, 'S' Glyph
openblocks:glyph:84, 'T' Glyph
openblocks:glyph:85, 'U' Glyph
openblocks:glyph:86, 'V' Glyph
openblocks:glyph:87, 'W' Glyph
openblocks:glyph:88, 'X' Glyph
openblocks:glyph:89, 'Y' Glyph
openblocks:glyph:90, 'Z' Glyph
openblocks:glyph:97, 'a' Glyph
openblocks:glyph:98, 'b' Glyph
openblocks:glyph:99, 'c' Glyph
openblocks:glyph:100, 'd' Glyph
openblocks:glyph:101, 'e' Glyph
openblocks:glyph:102, 'f' Glyph
openblocks:glyph:103, 'g' Glyph
openblocks:glyph:104, 'h' Glyph
openblocks:glyph:105, 'i' Glyph
openblocks:glyph:106, 'j' Glyph
openblocks:glyph:107, 'k' Glyph
openblocks:glyph:108, 'l' Glyph
openblocks:glyph:109, 'm' Glyph
openblocks:glyph:110, 'n' Glyph
openblocks:glyph:111, 'o' Glyph
openblocks:glyph:112, 'p' Glyph
openblocks:glyph:113, 'q' Glyph
openblocks:glyph:114, 'r' Glyph
openblocks:glyph:115, 's' Glyph
openblocks:glyph:116, 't' Glyph
openblocks:glyph:117, 'u' Glyph
openblocks:glyph:118, 'v' Glyph
openblocks:glyph:119, 'w' Glyph
openblocks:glyph:120, 'x' Glyph
openblocks:glyph:121, 'y' Glyph
openblocks:glyph:122, 'z' Glyph
sonarcore:reinforcedstoneblock, Reinforced Stone
sonarcore:reinforcedstonestairs, Reinforced Stone Stairs
sonarcore:reinforcedstonefence, Reinforced Stone Fence
sonarcore:reinforcedstonegate, Reinforced Stone Gate
sonarcore:reinforcedstonebrick, Reinforced Stone Brick
sonarcore:reinforcedstonebrickstairs, Reinforced Stone Brick Stairs
sonarcore:reinforcedstonebrickfence, Reinforced Stone Brick Fence
sonarcore:reinforcedstonebrickgate, Reinforced Stone Brick Gate
sonarcore:reinforceddirtblock, Reinforced Dirt
sonarcore:reinforceddirtstairs, Reinforced Dirt Stairs
sonarcore:reinforceddirtfence, Reinforced Dirt Fence
sonarcore:reinforceddirtgate, Reinforced Dirt Gate
sonarcore:reinforceddirtbrick, Reinforced Dirt Brick
sonarcore:reinforceddirtbrickstairs, Reinforced Dirt Brick Stairs
sonarcore:reinforceddirtbrickfence, Reinforced Dirt Brick Fence
sonarcore:reinforceddirtbrickgate, Reinforced Dirt Brick Gate
sonarcore:stablestone_normal, Stable Stone
sonarcore:stablestonerimmed_normal, Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_normal, Rimmed Black Stable Stone
sonarcore:stablestone_black, Black Stable Stone
sonarcore:stablestonerimmed_black, Black Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_black, Black Rimmed Black Stable Stone
sonarcore:stablestone_blue, Blue Stable Stone
sonarcore:stablestonerimmed_blue, Blue Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_blue, Blue Rimmed Black Stable Stone
sonarcore:stablestone_brown, Brown Stable Stone
sonarcore:stablestonerimmed_brown, Brown Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_brown, Brown Rimmed Black Stable Stone
sonarcore:stablestone_cyan, Cyan Stable Stone
sonarcore:stablestonerimmed_cyan, Cyan Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_cyan, Cyan Rimmed Black Stable Stone
sonarcore:stablestone_green, Green Stable Stone
sonarcore:stablestonerimmed_green, Green Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_green, Green Rimmed Black Stable Stone
sonarcore:stablestone_lightblue, Light Blue Stable Stone
sonarcore:stablestonerimmed_lightblue, Light Blue Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_lightblue, Light Blue Rimmed Black Stable Stone
sonarcore:stablestone_lightgrey, Light Stable Stone
sonarcore:stablestonerimmed_lightgrey, Light Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_lightgrey, Light Rimmed Black Stable Stone
sonarcore:stablestone_lime, Lime Stable Stone
sonarcore:stablestonerimmed_lime, Lime Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_lime, Lime Rimmed Black Stable Stone
sonarcore:stablestone_magenta, Magenta Stable Stone
sonarcore:stablestonerimmed_magenta, Magenta Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_magenta, Magenta Rimmed Black Stable Stone
sonarcore:stablestone_orange, Orange Stable Stone
sonarcore:stablestonerimmed_orange, Orange Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_orange, Orange Rimmed Black Stable Stone
sonarcore:stablestone_pink, Pink Stable Stone
sonarcore:stablestonerimmed_pink, Pink Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_pink, Pink Rimmed Black Stable Stone
sonarcore:stablestone_plain, Plain Stable Stone
sonarcore:stablestonerimmed_plain, Plain Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_plain, Plain Rimmed Black Stable Stone
sonarcore:stablestone_purple, Purple Stable Stone
sonarcore:stablestonerimmed_purple, Purple Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_purple, Purple Rimmed Black Stable Stone
sonarcore:stablestone_red, Red Stable Stone
sonarcore:stablestonerimmed_red, Red Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_red, Red Rimmed Black Stable Stone
sonarcore:stablestone_yellow, Yellow Stable Stone
sonarcore:stablestonerimmed_yellow, Yellow Rimmed Stable Stone
sonarcore:stablestoneblackrimmed_yellow, Yellow Rimmed Black  Stable Stone
sonarcore:stableglass, Stable Glass
sonarcore:clearstableglass, Clear Stable Glass
practicallogistics2:hammer, Forging Hammer
practicallogistics2:hammer_air, Forging Hammer
practicallogistics2:sapphireore, Sapphire Ore
practicallogistics2:inforeader, Info Reader
practicallogistics2:inventoryreader, Inventory Reader
practicallogistics2:fluidreader, Fluid Reader
practicallogistics2:energyreader, Energy Reader
practicallogistics2:networkreader, Network Reader
practicallogistics2:array, Array
practicallogistics2:entitynode, Entity Node
practicallogistics2:transfernode, Transfer Node
practicallogistics2:redstonenode, Redstone Node
practicallogistics2:clock, Clock
practicallogistics2:redstonesignaller, Redstone Signaller
practicallogistics2:minidisplay, Mini Display
practicallogistics2:displayscreen, Display Screen
practicallogistics2:largedisplayscreen, Large Display Screen
practicallogistics2:holographicdisplay, Holographic Display
practicallogistics2:advancedholographicdisplay, Advanced Holographic Display
practicallogistics2:datacable, Data Cable
practicallogistics2:redstonecable, Redstone Cable
practicallogistics2:node, Node
practicallogistics2:dataemitter, Data Emitter
practicallogistics2:datareceiver, Data Receiver
practicallogistics2:redstoneemitter, Wireless Redstone Emitter
practicallogistics2:redstonereceiver, Wireless Redstone Receiver
practicallogistics2:sapphire, Sapphire
practicallogistics2:sapphiredust, Sapphire Dust
practicallogistics2:stoneplate, Stone Plate
practicallogistics2:signallingplate, Signalling Plate
practicallogistics2:wirelessplate, Wireless Plate
practicallogistics2:etchedplate, Etched Plate
practicallogistics2:transceiver, Transceiver
practicallogistics2:entitytransceiver, Entity Transceiver
practicallogistics2:wirelessstorage, Wireless Storage Reader
practicallogistics2:operator, Operator Tool
practicallogistics2:plguide, Practical Logistics Guide
randomthings:fertilizeddirt, Fertilized Dirt
randomthings:fertilizeddirttilled, Fertilized Dirt
randomthings:playerinterface, Player Interface
randomthings:creativeplayerinterface, Creative Player Interface
randomthings:lapisglass, Lapis Glass
randomthings:lapislamp, Lapis Lamp
randomthings:dyeingmachine, Dyeing Machine
randomthings:onlinedetector, Online Detector
randomthings:chatdetector, Chat Detector
randomthings:enderbridge, Ender Bridge
randomthings:prismarineenderbridge, Prismarine Ender Bridge
randomthings:enderanchor, Ender Anchor
randomthings:beanstalk, Magic Bean Stalk
randomthings:lesserbeanstalk, Lesser Bean Stalk
randomthings:beanpod, Bean Pod
randomthings:lightredirector, Light Redirector
randomthings:imbuingstation, Imbuing Station
randomthings:spectreblock, Spectre Block
randomthings:specialchest:0, Nature Chest
randomthings:specialchest:1, Water Chest
randomthings:analogemitter, Analog Emitter
randomthings:fluiddisplay, Fluid Display
randomthings:customworkbench, Crafting Table
randomthings:endermailbox, Ender Mailbox
randomthings:pitcherplant, Pitcher Plant
randomthings:platform:0, Oak Platform
randomthings:platform:1, Spruce Platform
randomthings:platform:2, Birch Platform
randomthings:platform:3, Jungle Platform
randomthings:platform:4, Acacia Platform
randomthings:platform:5, Dark Oak Platform
randomthings:entitydetector, Entity Detector
randomthings:quartzlamp, Quartz Lamp
randomthings:quartzglass, Quartz Glass
randomthings:potionvaporizer, Potion Vaporizer
randomthings:voxelprojector, [WIP] Voxel Projector
randomthings:contactbutton, Contact Button
randomthings:contactlever, Contact Lever
randomthings:sakanade, Sakanade
randomthings:rainshield, Rain Shield
randomthings:blockbreaker, Block Breaker
randomthings:superlubricentice, Superlubricent Ice
randomthings:compressedslimeblock, Compressed Slime Block
randomthings:superlubricentplatform, Super Lubricent Platform
randomthings:filteredsuperlubricentplatform, Filtered Super Lubricent Platform
randomthings:redstoneobserver, Redstone Observer
randomthings:biomeradar, Biome Radar
randomthings:irondropper, Iron Dropper
randomthings:igniter, Igniter
randomthings:blockofsticks:0, Block of Sticks
randomthings:blockofsticks:1, Returning Block of Sticks
randomthings:blazingfire, tile.blazingFire.name
randomthings:luminousblock:0, White Luminous Block
randomthings:luminousblock:1, Orange Luminous Block
randomthings:luminousblock:2, Magenta Luminous Block
randomthings:luminousblock:3, Light Blue Luminous Block
randomthings:luminousblock:4, Yellow Luminous Block
randomthings:luminousblock:5, Lime Luminous Block
randomthings:luminousblock:6, Pink Luminous Block
randomthings:luminousblock:7, Gray Luminous Block
randomthings:luminousblock:8, Light Gray Luminous Block
randomthings:luminousblock:9, Cyan Luminous Block
randomthings:luminousblock:10, Purple Luminous Block
randomthings:luminousblock:11, Blue Luminous Block
randomthings:luminousblock:12, Brown Luminous Block
randomthings:luminousblock:13, Green Luminous Block
randomthings:luminousblock:14, Red Luminous Block
randomthings:luminousblock:15, Black Luminous Block
randomthings:translucentluminousblock:0, White Translucent Luminous Block
randomthings:translucentluminousblock:1, Orange Translucent Luminous Block
randomthings:translucentluminousblock:2, Magenta Translucent Luminous Block
randomthings:translucentluminousblock:3, Light Blue Translucent Luminous Block
randomthings:translucentluminousblock:4, Yellow Translucent Luminous Block
randomthings:translucentluminousblock:5, Lime Translucent Luminous Block
randomthings:translucentluminousblock:6, Pink Translucent Luminous Block
randomthings:translucentluminousblock:7, Gray Translucent Luminous Block
randomthings:translucentluminousblock:8, Light Gray Translucent Luminous Block
randomthings:translucentluminousblock:9, Cyan Translucent Luminous Block
randomthings:translucentluminousblock:10, Purple Translucent Luminous Block
randomthings:translucentluminousblock:11, Blue Translucent Luminous Block
randomthings:translucentluminousblock:12, Brown Translucent Luminous Block
randomthings:translucentluminousblock:13, Green Translucent Luminous Block
randomthings:translucentluminousblock:14, Red Translucent Luminous Block
randomthings:translucentluminousblock:15, Black Translucent Luminous Block
randomthings:inventoryrerouter, Inventory Rerouter
randomthings:slimecube, §aSlime Cube§7
randomthings:peacecandle, Peace Candle
randomthings:notificationinterface, Notification Interface
randomthings:glowingmushroom, Glowing Mushroom
randomthings:inventorytester, Inventory Tester
randomthings:superlubricentstone, Super Lubricent Stone
randomthings:globalchatdetector, Global Chat Detector
randomthings:triggerglass, Trigger Glass
randomthings:blockdestabilizer, Block Destabilizer
randomthings:lotus, Lotus
randomthings:ancientbrick, Ancient Brick [INTERNAL]
randomthings:soundbox, Sound Box
randomthings:sounddampener, Sound Dampener
randomthings:diaphanousblock, Diaphanous Block
randomthings:sidedredstone, Sided Block of Redstone
randomthings:spectrelens, Spectre Lens
randomthings:spectreenergyinjector, Spectre Energy Injector
randomthings:plate_processing, Processing Plate
randomthings:spectrecoil_normal, Spectre Coil
randomthings:spectrecoil_redstone, Redstone Spectre Coil
randomthings:spectrecoil_ender, Ender Spectre Coil
randomthings:spectrecoil_number, Spectre Coil Nr. %s
randomthings:spectrecoil_genesis, Genesis Spectre Coil
randomthings:advancedredstonerepeater, Advanced Redstone Repeater
randomthings:advancedredstonetorch_on, Advanced Redstone Torch
randomthings:floobrick, Floo Brick
randomthings:spectreplank, Spectre Planks
randomthings:spectresapling, Spectre Sapling
randomthings:spectrelog, Spectre Wood
randomthings:spectreleaf, Spectre Leaves
randomthings:itemcollector, Item Collector
randomthings:advanceditemcollector, Advanced Item Collector
randomthings:naturecore, Nature Core
randomthings:biomestone:0, Biome Cobblestone
randomthings:biomestone:1, Biome Stone
randomthings:biomestone:2, Biome Stone Bricks
randomthings:biomestone:3, Cracked Biome Stone Bricks
randomthings:biomestone:4, Chiseled Biome Stone Bricks
randomthings:biomeglass, Biome Glass
randomthings:coloredgrass:0, White Grass
randomthings:coloredgrass:1, Orange Grass
randomthings:coloredgrass:2, Magenta Grass
randomthings:coloredgrass:3, Light Blue Grass
randomthings:coloredgrass:4, Yellow Grass
randomthings:coloredgrass:5, Lime Grass
randomthings:coloredgrass:6, Pink Grass
randomthings:coloredgrass:7, Gray Grass
randomthings:coloredgrass:8, Light Gray Grass
randomthings:coloredgrass:9, Cyan Grass
randomthings:coloredgrass:10, Purple Grass
randomthings:coloredgrass:11, Blue Grass
randomthings:coloredgrass:12, Brown Grass
randomthings:coloredgrass:13, Green Grass
randomthings:coloredgrass:14, Red Grass
randomthings:coloredgrass:15, Black Grass
randomthings:spectrecore, Spectre Core
randomthings:rainbowlamp, Rainbow Lamp
randomthings:basicredstoneinterface, Basic Redstone Interface
randomthings:advancedredstoneinterface, Advanced Redstone Interface
randomthings:stainedbrick:0, White Stained Bricks
randomthings:stainedbrick:1, Orange Stained Bricks
randomthings:stainedbrick:2, Magenta Stained Bricks
randomthings:stainedbrick:3, Light Blue Stained Bricks
randomthings:stainedbrick:4, Yellow Stained Bricks
randomthings:stainedbrick:5, Lime Stained Brickss
randomthings:stainedbrick:6, Pink Stained Bricks
randomthings:stainedbrick:7, Gray Stained Bricks
randomthings:stainedbrick:8, Light Gray Stained Bricks
randomthings:stainedbrick:9, Cyan Stained Bricks
randomthings:stainedbrick:10, Purple Stained Bricks
randomthings:stainedbrick:11, Blue Stained Bricks
randomthings:stainedbrick:12, Brown Stained Bricks
randomthings:stainedbrick:13, Green Stained Bricks
randomthings:stainedbrick:14, Red Stained Bricks
randomthings:stainedbrick:15, Black Stained Bricks
randomthings:luminousstainedbrick:0, Luminous White Stained Bricks
randomthings:luminousstainedbrick:1, Luminous Orange Stained Bricks
randomthings:luminousstainedbrick:2, Luminous Magenta Stained Bricks
randomthings:luminousstainedbrick:3, Luminous Light Blue Stained Bricks
randomthings:luminousstainedbrick:4, Luminous Yellow Stained Bricks
randomthings:luminousstainedbrick:5, Luminous Lime Stained Bricks
randomthings:luminousstainedbrick:6, Luminous Pink Stained Bricks
randomthings:luminousstainedbrick:7, Luminous Gray Stained Bricks
randomthings:luminousstainedbrick:8, Luminous Light Gray Stained Bricks
randomthings:luminousstainedbrick:9, Luminous Cyan Stained Bricks
randomthings:luminousstainedbrick:10, Luminous Purple Stained Bricks
randomthings:luminousstainedbrick:11, Luminous Blue Stained Bricks
randomthings:luminousstainedbrick:12, Luminous Brown Stained Bricks
randomthings:luminousstainedbrick:13, Luminous Green Stained Bricks
randomthings:luminousstainedbrick:14, Luminous Red Stained Bricks
randomthings:luminousstainedbrick:15, Luminous Black Stained Bricks
randomthings:plate_redirector, Redirector Plate
randomthings:plate_filteredredirector, Filtered Redirector Plate
randomthings:plate_redstone, Redstone Plate
randomthings:plate_corrector, Corrector Plate
randomthings:plate_itemsealer, Item Sealer Plate
randomthings:plate_itemrejuvenator, Item Rejuvenator Plate
randomthings:plate_accelerator, Accelerator Plate
randomthings:plate_accelerator_directional, Directional Accelerator Plate
randomthings:plate_bouncy, Bouncy Plate
randomthings:plate_collection, Collection Plate
randomthings:plate_extraction, Extraction Plate
randomthings:stableenderpearl, Stable Ender Pearl
randomthings:biomecrystal, Biome Crystal
randomthings:positionfilter, Position Filter
randomthings:summoningpendulum, Summoning Pendulum
randomthings:beans:0, Bean
randomthings:beans:1, Lesser Magic Bean
randomthings:beans:2, Magic Bean
randomthings:beanstew, Bean Stew
randomthings:redstonetool, Redstone Tool
randomthings:waterwalkingboots, Water Walking Boots
randomthings:dungeonchestgenerator, Loot Generator
randomthings:lavacharm, Lava Charm
randomthings:lavawader, Lava Waders
randomthings:obsidianskull, Obsidian Skull
randomthings:obsidianskullring, Obsidian Skull Ring
randomthings:obsidianwaterwalkingboots, Obsidian Water Walking Boots
randomthings:magichood, Magic Hood
randomthings:imbue:0, Fire Imbue
randomthings:imbue:1, Poison Imbue
randomthings:imbue:2, Experience Imbue
randomthings:imbue:3, Wither Imbue
randomthings:bottleofair, Bottle of Air
randomthings:rezstone, Blood Stone
randomthings:enderletter, Ender Letter
randomthings:entityfilter, Entity Filter
randomthings:ingredient:0, Sakanade Spores
randomthings:ingredient:1, Evil Tear
randomthings:ingredient:2, Ectoplasm
randomthings:ingredient:3, Spectre Ingot
randomthings:ingredient:4, Biome Sensor
randomthings:ingredient:5, Luminous Powder
randomthings:ingredient:6, Super Lubricent Tincture
randomthings:ingredient:7, Floo Powder
randomthings:ingredient:8, Plate Base
randomthings:ingredient:9, Precious Emerald
randomthings:ingredient:10, Lotus Blossom
randomthings:ingredient:11, Golden Egg
randomthings:ingredient:12, Spectre String
randomthings:ingredient:13, Blackout Powder
randomthings:itemfilter, Item Filter
randomthings:redstoneactivator, Redstone Activator
randomthings:redstoneremote, Redstone Remote
randomthings:goldencompass, Golden Compass
randomthings:blazeandsteel, Blaze and Steel
randomthings:runepattern, Rune Pattern
randomthings:superlubricentboots, Super Lubricent Boots
randomthings:floosign, Floo Sign
randomthings:idcard, ID Card
randomthings:emeraldcompass, Emerald Compass
randomthings:flootoken, Floo Token
randomthings:portkey, Portkey
randomthings:lotusseeds, Lotus Seeds
randomthings:soundpattern, Sound Pattern
randomthings:soundrecorder, Sound Recorder
randomthings:portablesounddampener, Portable Sound Dampener
randomthings:escaperope, Escape Rope
randomthings:weatheregg:0, Weather Egg <Sun>
randomthings:weatheregg:1, Weather Egg <Rain>
randomthings:weatheregg:2, Weather Egg <Storm>
randomthings:enderbucket, Ender Bucket
randomthings:reinforcedenderbucket, Reinforced Ender Bucket
